date, pm25, pm10, o3, so2, co
2018/12/3, , , 18, , 
2018/12/19, , , 71, , 
2018/12/20, , , 74, , 
2018/12/21, , , 27, , 
2017/12/31, , , 9, 1, 
2016/8/13, , , 17, 8, 
2016/8/14, , , 15, 1, 
2016/8/15, , , 16, 1, 
2016/8/16, , , 10, 2, 
2016/8/17, , , 15, , 
2016/8/18, , , 17, 1, 
2015/8/7, , , 5, 5, 
2015/8/10, , , 12, 12, 
2015/8/11, , , 18, 10, 
2015/8/13, , , 16, 3, 
2015/8/23, , , 16, 10, 
2015/9/6, , , 21, 60, 
2015/9/25, , , 18, 12, 
2015/9/30, , , 19, 20, 
2015/12/13, , , , , 
